Timestamp,Ambient,LED Group 625:625,LED Group 940:940,LED Group 525:525,Skin Temperature,Acceleration X,Acceleration Y,Acceleration Z
07.03.2018 15:11:29.036,,-3308334,,,,,,
07.03.2018 15:11:29.043,,,-3287918,,,,,
07.03.2018 15:11:29.051,,,,-3220854,,,,
07.03.2018 15:11:29.058,-3384734,,,,,,,
07.03.2018 15:11:29.066,,-3306096,,,,,,
07.03.2018 15:11:29.073,,,-3286226,,,,,
07.03.2018 15:11:29.081,,,,-3218743,,,,
07.03.2018 15:11:29.088,-3383902,,,,,,,
07.03.2018 15:11:29.096,,-3305262,,,,,,
07.03.2018 15:11:29.103,,,-3285957,,,,,
07.03.2018 15:11:29.111,,,,-3219347,,,,
07.03.2018 15:11:29.118,-3384434,,,,,,,
07.03.2018 15:11:29.126,,-3305365,,,,,,
07.03.2018 15:11:29.133,,,-3285172,,,,,
07.03.2018 15:11:29.141,,,,-3219142,,,,
07.03.2018 15:11:29.148,-3383025,,,,,,,
07.03.2018 15:11:29.156,,-3304676,,,,,,
07.03.2018 15:11:29.163,,,-3284741,,,,,
07.03.2018 15:11:29.171,,,,-3218814,,,,
07.03.2018 15:11:29.178,-3382612,,,,,,,
07.03.2018 15:11:29.186,,-3304439,,,,,,
07.03.2018 15:11:29.193,,,-3283055,,,,,
07.03.2018 15:11:29.201,,,,-3218522,,,,
07.03.2018 15:11:27.757,,,,,,-0.0859375,0.49609375,-0.6875
07.03.2018 15:11:27.777,,,,,,-0.1328125,0.484375,-0.83984375
07.03.2018 15:11:27.797,,,,,,-0.125,0.53515625,-0.7578125
07.03.2018 15:11:27.817,,,,,,-0.078125,0.58984375,-0.9140625
07.03.2018 15:11:27.837,,,,,,-0.10546875,0.49609375,-0.7734375
07.03.2018 15:11:27.857,,,,,,-0.10546875,0.5234375,-0.796875
07.03.2018 15:11:29.208,-3381638,,,,,,,
07.03.2018 15:11:29.216,,-3302984,,,,,,
07.03.2018 15:11:29.223,,,-3284253,,,,,
